Country,Year,Population,GDP (Billion USD),Unemployment Rate (%),Internet Users (%),Continent
China,2024,966994604,23971.5,2.3,32.53,Asia
Australia,2008,134062190,15348.11,18.62,84.86,Oceania
China,2016,689177365,224.01,7.21,49.2,Asia
France,2020,1194547355,13946.45,21.06,66.99,Europe
France,2022,869071092,9160.25,14.74,24.22,Europe
China,2012,9837528,899.59,24.71,26.31,Asia
China,2022,826730600,10845.59,6.84,93.74,Asia
Canada,2009,376024386,19361.81,18.64,84.89,North America
Canada,2015,561212044,12644.36,14.59,80.34,North America
Brazil,2005,581802654,16022.53,23.43,39.33,South America
Australia,2015,929669964,16029.56,8.12,60.09,Oceania
Germany,2010,1353059240,16808.38,3.37,53.82,Europe
Germany,2019,672017489,9751.15,14.51,95.1,Europe
China,2002,1375789412,9313.12,14.0,31.33,Asia
UK,2008,861647585,214.15,9.17,94.3,Europe
China,2014,1270035472,3940.14,24.69,72.91,Asia
Canada,2012,489522550,23775.17,3.6,46.82,North America
Brazil,2009,609038451,21076.18,15.1,33.71,South America
China,2019,220728419,6950.2,7.98,77.4,Asia
Russia,2023,1122017781,10089.68,2.04,83.24,Europe/Asia
UK,2012,801182129,23504.04,24.72,41.82,Europe
Russia,2016,1152192823,6336.07,13.08,25.3,Europe/Asia
Brazil,2006,942303859,13360.07,21.72,53.81,South America
Brazil,2005,724758610,649.79,21.32,51.7,South America
France,2012,1066670747,15531.4,20.68,74.56,Europe
India,2016,260547786,23258.83,12.56,96.61,Asia
Russia,2014,812441967,22130.11,22.61,57.28,Europe/Asia
France,2003,677845275,12599.03,10.45,75.12,Europe
Canada,2014,1016690987,16276.09,11.39,41.2,North America
USA,2013,1284920590,14287.98,7.88,63.36,North America
UK,2020,1015239212,1767.66,12.31,20.26,Europe
USA,2010,1262281478,4052.21,24.69,82.53,North America
Australia,2023,206249326,24099.05,15.18,40.64,Oceania
Canada,2003,1022875522,6473.62,21.12,17.12,North America
Canada,2002,1397832030,9672.79,8.06,98.16,North America
USA,2001,385859399,12772.71,23.99,90.26,North America
Russia,2019,252812056,24480.39,2.3,27.57,Europe/Asia
India,2009,928102652,17280.84,23.4,42.32,Asia
Russia,2012,50633835,15777.0,22.65,93.37,Europe/Asia
USA,2019,1211551729,13157.56,3.55,80.87,North America
Australia,2020,856294754,17546.79,15.91,90.67,Oceania
Russia,2022,1199382539,16634.0,20.06,60.07,Europe/Asia
Germany,2024,1200530684,22580.74,11.29,31.64,Europe
Russia,2017,620774454,13591.7,4.11,30.21,Europe/Asia
Brazil,2020,202013174,10595.41,21.08,56.78,South America
France,2015,361961729,20198.33,12.73,92.24,Europe
UK,2010,440861005,20014.61,8.05,66.21,Europe
Russia,2009,874867629,4328.93,3.63,13.06,Europe/Asia
India,2008,613867843,5996.12,16.72,59.88,Asia
India,2011,1397497646,23970.09,2.97,64.15,Asia
Russia,2018,571007108,11158.33,20.2,61.76,Europe/Asia
China,2000,39669110,13039.55,19.73,71.51,Asia
Canada,2017,735917574,7822.99,9.43,36.12,North America
Russia,2013,376035728,12078.67,12.86,22.8,Europe/Asia
Canada,2021,132804555,18609.58,17.39,76.75,North America
Germany,2020,301410250,12110.39,24.06,27.48,Europe
USA,2000,1073743498,7938.14,13.96,20.16,North America
Germany,2016,893193889,2490.43,24.92,41.98,Europe
Russia,2010,732758974,23213.71,9.48,84.12,Europe/Asia
India,2019,450093230,21804.28,14.11,17.31,Asia
China,2014,1189876132,19804.99,4.66,27.4,Asia
Australia,2003,1098981212,17382.37,14.8,52.3,Oceania
Canada,2014,1178775359,12936.2,14.34,35.6,North America
France,2021,455875444,22445.18,21.52,74.23,Europe
Canada,2021,1001597108,19813.37,24.92,70.07,North America
Brazil,2013,403985187,20418.67,24.68,84.98,South America
UK,2021,186341269,7807.81,7.43,28.14,Europe
Russia,2000,945807807,10644.11,9.78,67.75,Europe/Asia
Germany,2008,1317014017,17699.38,8.32,78.95,Europe
France,2006,465291054,9339.45,6.59,15.58,Europe
India,2022,831608995,12399.97,5.45,13.28,Asia
India,2010,533698108,16198.17,13.77,59.77,Asia
India,2022,193095919,11000.18,22.07,62.32,Asia
Australia,2001,696678539,19846.69,15.57,44.96,Oceania
Brazil,2001,1000377410,2995.34,22.07,13.21,South America
India,2005,476030888,17979.61,24.07,45.77,Asia
India,2022,1275798367,3715.73,10.81,67.15,Asia
Russia,2018,912091719,23452.21,21.22,72.47,Europe/Asia
Brazil,2019,656980630,7919.54,3.2,53.86,South America
China,2013,973662158,19906.27,13.06,56.73,Asia
China,2002,432341641,13083.28,10.47,69.87,Asia
Brazil,2006,1306075064,2368.07,6.71,49.99,South America
UK,2006,1389649253,14606.41,12.08,33.45,Europe
Australia,2003,1039810254,22813.23,12.21,29.84,Oceania
France,2022,920134637,4015.14,20.6,77.0,Europe
Canada,2004,1392019455,8100.54,21.99,53.39,North America
Russia,2016,1266683865,11035.05,17.11,65.54,Europe/Asia
USA,2003,1332551602,6948.82,16.57,51.93,North America
China,2022,219254444,23600.11,4.53,82.88,Asia
Brazil,2012,1063155085,9499.76,15.23,54.22,South America
France,2015,548243714,16485.75,8.31,97.94,Europe
Brazil,2015,1064288867,5675.53,8.78,31.59,South America
Canada,2001,77399612,5570.68,4.18,22.33,North America
France,2017,677959646,4478.65,16.62,43.25,Europe
China,2000,51093049,10926.83,15.43,91.76,Asia
India,2017,123789705,13368.17,7.07,85.86,Asia
Brazil,2007,1304194312,367.63,8.05,32.01,South America
USA,2010,284495469,20839.79,19.78,63.37,North America
China,2023,1073652433,12867.57,20.24,62.42,Asia
Germany,2023,128596209,4014.53,13.34,36.11,Europe
USA,2014,1059157116,1775.6,5.43,30.95,North America
UK,2015,32540226,1673.66,3.28,44.71,Europe
Australia,2016,962138257,6515.32,8.24,80.19,Oceania
China,2016,610240326,12532.37,18.82,27.06,Asia
India,2011,1354796382,21519.96,15.82,49.67,Asia
China,2009,824042368,22583.84,18.52,52.87,Asia
Canada,2019,887519359,20824.97,12.85,93.58,North America
France,2005,1120521013,8281.23,19.36,37.01,Europe
Brazil,2007,906496140,7733.29,13.06,11.75,South America
France,2012,996384578,24687.71,3.93,71.74,Europe
France,2001,1190194844,17063.89,3.84,77.27,Europe
China,2018,761456994,7693.3,21.12,72.57,Asia
Canada,2021,1233954126,8294.1,16.48,72.37,North America
Brazil,2009,532381821,10922.65,8.42,53.01,South America
Brazil,2003,517846930,15582.99,19.42,11.66,South America
France,2011,112955203,22459.68,5.12,74.96,Europe
UK,2017,1114094380,5037.85,16.84,93.35,Europe
Australia,2006,425229838,2201.64,24.76,24.01,Oceania
Canada,2019,666540530,10203.23,5.45,16.04,North America
UK,2023,180944102,6211.84,5.26,33.6,Europe
Russia,2023,823894047,14443.21,12.76,85.63,Europe/Asia
Russia,2022,107317369,17510.45,16.78,19.45,Europe/Asia
USA,2024,155548353,7837.33,2.61,73.65,North America
France,2003,122972721,17167.74,13.49,15.6,Europe
Brazil,2006,128376920,8644.37,3.91,12.92,South America
China,2009,528161354,15910.71,7.55,89.33,Asia
Brazil,2014,454132544,15863.21,18.39,78.58,South America
Brazil,2011,173260143,7026.18,18.99,63.27,South America
India,2000,478629359,15929.5,18.78,25.31,Asia
Brazil,2019,313100233,9585.78,3.5,34.82,South America
USA,2017,703816029,8477.73,20.1,14.33,North America
UK,2024,1190114737,7303.26,11.94,67.44,Europe
Russia,2015,1306990431,8706.57,12.93,71.06,Europe/Asia
Brazil,2004,691353130,19689.95,11.65,39.09,South America
Brazil,2018,1199477949,6204.95,21.71,40.12,South America
India,2003,930087184,17081.49,17.64,65.98,Asia
Canada,2005,1129531962,22525.45,13.5,94.16,North America
China,2016,26053317,8825.68,21.19,45.13,Asia
Canada,2006,518650930,834.85,20.52,53.93,North America
China,2023,1129566246,712.69,2.12,72.15,Asia
Australia,2022,790135295,3573.62,13.01,40.47,Oceania
Brazil,2006,1280102764,2840.12,2.97,87.33,South America
India,2008,1027200236,18727.32,9.07,85.31,Asia
Germany,2012,758746900,7441.78,20.49,70.01,Europe
France,2019,953016221,16347.49,23.71,57.79,Europe
Russia,2013,508024370,1157.14,7.57,97.53,Europe/Asia
UK,2015,1217923766,7463.93,2.49,72.51,Europe
Russia,2022,394211694,5930.24,11.25,67.25,Europe/Asia
UK,2008,487014236,6994.32,9.71,88.04,Europe
Australia,2014,1148629794,4848.87,17.57,59.39,Oceania
Canada,2004,466761786,15486.11,13.39,31.62,North America
USA,2017,964605715,16600.55,11.17,22.26,North America
Brazil,2020,232518563,3796.79,7.28,51.92,South America
Germany,2019,609662204,18554.54,21.06,55.89,Europe
UK,2007,1177975846,6326.13,7.71,83.66,Europe
France,2014,1037222102,7144.77,3.26,22.41,Europe
UK,2020,217913655,20737.33,14.99,70.63,Europe
USA,2024,124569714,22539.03,9.3,37.07,North America
Russia,2008,887809790,20636.43,18.39,93.57,Europe/Asia
India,2018,1039906,3779.29,3.86,51.87,Asia
Russia,2021,794377267,24981.76,24.23,65.39,Europe/Asia
Australia,2005,1101553710,16836.67,6.3,67.86,Oceania
India,2003,67657516,12815.65,10.21,18.1,Asia
Russia,2010,1148413830,23875.55,13.06,85.85,Europe/Asia
France,2009,9638307,20452.77,22.47,24.62,Europe
Russia,2002,235959366,17324.4,18.62,45.37,Europe/Asia
France,2000,1114967743,20976.09,5.33,69.86,Europe
France,2011,1023010970,9698.12,12.09,14.91,Europe
India,2022,1046032065,17142.52,14.49,61.66,Asia
Canada,2014,1055882320,4845.44,18.15,46.48,North America
China,2014,768089437,24701.22,15.15,15.68,Asia
Brazil,2020,868346420,14765.64,12.52,74.65,South America
UK,2013,154587168,20374.51,19.61,54.62,Europe
China,2006,194741721,10242.76,10.7,37.01,Asia
USA,2016,1158680714,18988.86,24.7,17.51,North America
Canada,2023,1139970523,9745.88,23.8,58.73,North America
China,2018,1361124824,14791.13,18.27,37.23,Asia
India,2006,307779422,19475.56,22.3,94.25,Asia
USA,2002,1396161184,3000.2,11.04,62.64,North America
Germany,2002,394228850,8983.97,15.37,35.37,Europe
Canada,2024,858682233,13668.93,8.27,57.05,North America
China,2017,242106465,8416.54,22.37,58.02,Asia
USA,2019,1337200887,7798.26,12.83,74.68,North America
Germany,2021,333765759,7113.44,14.33,90.3,Europe
Russia,2013,917038034,5772.02,21.89,95.67,Europe/Asia
USA,2002,868886203,21237.72,20.34,73.89,North America
India,2006,153470116,23099.86,9.4,58.59,Asia
Russia,2006,639393462,17534.22,4.01,30.02,Europe/Asia
India,2004,71592340,846.99,5.73,45.87,Asia
China,2002,1080380937,19677.21,9.8,53.5,Asia
Brazil,2017,1115942940,13345.3,9.02,21.43,South America
China,2014,1284552957,18976.94,2.88,32.82,Asia
Russia,2019,1203090823,10989.73,11.94,97.62,Europe/Asia
France,2013,1069214604,1127.92,4.43,77.35,Europe
China,2003,1317601709,17075.45,7.08,52.9,Asia
Russia,2023,337340754,11158.8,20.11,30.12,Europe/Asia
USA,2007,44826634,21863.68,13.38,61.04,North America
Australia,2020,1237239088,18479.63,10.58,30.64,Oceania
China,2012,841300677,9053.09,6.27,27.19,Asia
USA,2021,132529884,18129.64,21.92,18.34,North America
India,2007,695970792,12430.69,22.78,40.78,Asia
Canada,2014,405190642,5066.15,13.93,58.21,North America
Brazil,2016,1077534660,10555.17,23.19,24.18,South America
India,2004,940914152,5641.8,12.69,27.84,Asia
India,2019,1052395389,223.92,4.47,44.81,Asia
Russia,2003,16283869,6245.21,2.39,53.57,Europe/Asia
France,2010,13001784,5317.08,4.95,77.84,Europe
UK,2017,529010650,207.99,16.32,60.43,Europe
Australia,2009,500083185,19619.74,9.38,64.98,Oceania
France,2016,970530928,2016.92,16.91,71.96,Europe
Russia,2014,1267709,11281.57,13.68,50.14,Europe/Asia
Brazil,2005,295721909,10505.29,9.66,40.54,South America
Australia,2022,1191672335,4617.06,7.03,81.24,Oceania
Australia,2020,606367861,24175.03,3.86,83.72,Oceania
Russia,2015,1191949252,15132.97,19.99,23.7,Europe/Asia
Germany,2014,15620513,20356.47,20.84,94.85,Europe
India,2007,1096080739,12453.9,14.45,92.76,Asia
Canada,2008,700382163,18098.02,5.61,87.51,North America
Germany,2010,1048945808,24247.5,8.06,47.62,Europe
Russia,2001,1329720603,8775.29,23.97,84.95,Europe/Asia
Germany,2012,110579860,12656.17,7.2,65.9,Europe
Canada,2003,266628152,12911.97,3.31,28.28,North America
Russia,2008,17862274,24800.67,14.65,78.96,Europe/Asia
Russia,2004,781389097,5904.17,8.02,46.14,Europe/Asia
Australia,2018,725160709,16915.16,24.02,36.0,Oceania
Germany,2021,1106274544,3541.92,15.22,88.17,Europe
USA,2002,522169193,23184.13,24.21,86.74,North America
China,2020,218371927,14800.51,20.07,86.93,Asia
Russia,2002,252674923,21499.35,18.63,86.5,Europe/Asia
Germany,2005,230716096,22391.51,21.1,59.33,Europe
UK,2009,1267698098,13972.04,15.91,64.91,Europe
Brazil,2004,484363253,17081.98,2.26,94.45,South America
UK,2024,575109363,17498.14,11.03,21.51,Europe
Germany,2002,446881635,11565.97,7.04,81.76,Europe
India,2021,1168450318,10927.47,11.99,56.84,Asia
India,2023,934798181,4736.09,12.82,97.08,Asia
Germany,2006,98466283,9659.47,4.94,66.89,Europe
Australia,2021,961677713,24769.85,2.54,24.47,Oceania
Australia,2017,1168939542,6819.55,5.18,82.58,Oceania
Russia,2022,1182445806,19084.78,21.72,69.87,Europe/Asia
Canada,2007,545413724,1577.75,19.38,23.25,North America
China,2000,373660402,11739.97,20.37,10.8,Asia
Russia,2024,686759957,1554.41,8.36,58.38,Europe/Asia
UK,2003,389846783,11947.42,7.43,31.49,Europe
China,2023,76602263,786.06,2.86,87.18,Asia
UK,2006,1024321836,15371.04,12.86,32.33,Europe
Australia,2013,1039822191,14704.08,10.8,68.99,Oceania
Germany,2012,135774732,19966.3,21.23,40.72,Europe
Canada,2009,1355224241,14623.83,17.68,41.18,North America
UK,2022,1149669282,23157.38,5.32,26.18,Europe
Australia,2017,1236699588,19599.3,24.7,54.74,Oceania
Canada,2000,797023100,3403.15,19.72,61.56,North America
Russia,2003,541694360,6710.28,18.57,61.71,Europe/Asia
Germany,2015,890280389,753.14,6.98,86.24,Europe
Brazil,2015,184625040,9714.74,22.82,68.06,South America
India,2017,862881182,12787.45,12.9,75.88,Asia
France,2007,850046672,23654.06,8.85,38.79,Europe
Canada,2009,408293350,13104.46,17.06,47.44,North America
Brazil,2015,1265892981,19547.6,6.87,11.63,South America
Brazil,2022,1222752701,6773.8,22.87,17.04,South America
Canada,2023,1246439919,3913.65,21.65,44.28,North America
Brazil,2010,1070897636,20289.82,12.69,28.67,South America
UK,2005,309109379,6260.89,6.39,82.35,Europe
Brazil,2000,1341816717,21796.24,13.42,70.21,South America
Australia,2011,351102524,4329.26,5.43,96.36,Oceania
China,2024,1056626316,21304.5,8.21,88.95,Asia
UK,2005,889183639,19343.9,13.1,97.01,Europe
Brazil,2012,1201393287,15319.39,2.49,42.51,South America
Russia,2016,1309018110,21270.49,19.61,53.11,Europe/Asia
India,2000,384481523,8334.68,6.53,43.16,Asia
Germany,2007,1384601710,4234.25,21.93,95.82,Europe
Brazil,2021,1387282737,4010.31,2.51,45.84,South America
USA,2007,686659412,6831.94,14.24,20.39,North America
India,2023,827698610,11211.06,19.86,32.3,Asia
Russia,2010,429309608,21912.97,7.47,47.81,Europe/Asia
Australia,2013,124902922,2329.44,18.27,63.67,Oceania
Brazil,2023,1046228638,22889.53,18.58,65.01,South America
Australia,2009,532408090,23144.82,16.67,77.53,Oceania
Brazil,2014,648845807,18208.19,10.38,67.66,South America
France,2006,1368252762,22517.06,20.06,53.75,Europe
China,2006,620162751,19272.67,16.45,12.69,Asia
Australia,2009,1176402695,13254.69,15.58,71.86,Oceania
China,2003,1011596171,15058.68,20.84,17.61,Asia
India,2024,652505505,15742.79,7.63,51.72,Asia
France,2017,408271489,3259.64,7.35,89.78,Europe
Germany,2024,1191687450,4907.05,10.89,63.12,Europe
UK,2009,393667703,13131.88,3.68,27.71,Europe
China,2018,1016286416,2969.18,9.76,81.91,Asia
France,2013,185314259,24127.98,11.34,36.74,Europe
China,2012,382425245,12727.47,13.39,61.38,Asia
Canada,2014,494419113,9564.15,7.84,66.59,North America
Russia,2015,347710663,4022.75,22.86,75.07,Europe/Asia
Germany,2001,545565393,10471.69,8.56,15.78,Europe
Russia,2003,825339192,7630.41,21.59,86.03,Europe/Asia
Brazil,2020,346044497,2289.39,12.23,20.13,South America
China,2017,820691644,24178.43,18.52,18.41,Asia
Brazil,2016,1097316235,6697.95,4.55,50.66,South America
USA,2009,1187550761,17292.71,14.53,43.12,North America
China,2020,52876551,2373.93,24.1,14.86,Asia
France,2008,624921074,22837.91,17.32,24.77,Europe
Germany,2014,237145354,14809.71,20.87,49.09,Europe
Brazil,2011,348072281,16456.11,8.0,83.79,South America
China,2020,811486813,19566.43,20.4,20.8,Asia
USA,2008,1089122935,15187.29,10.08,19.3,North America
Russia,2013,1367818729,1865.6,13.16,81.63,Europe/Asia
France,2012,553353923,10796.6,6.32,53.82,Europe
Canada,2005,990430154,6624.55,13.17,42.06,North America
China,2018,1101979351,12219.25,13.86,51.06,Asia
Canada,2003,242083349,10167.7,16.31,46.57,North America
India,2019,916774402,20680.67,21.98,79.59,Asia
Germany,2016,1356244452,6251.48,9.01,10.83,Europe
China,2018,164042809,5112.4,24.64,48.55,Asia
Australia,2002,517384129,23956.35,21.5,24.14,Oceania
USA,2013,320034308,23742.96,11.27,37.44,North America
Brazil,2016,1084359174,24837.28,7.21,19.98,South America
Australia,2012,306061443,14252.68,3.64,48.0,Oceania
India,2008,368073768,2917.28,7.39,67.25,Asia
Germany,2000,1125379514,22016.18,22.34,68.88,Europe
Russia,2024,693017597,3713.36,8.72,80.91,Europe/Asia
France,2016,542070805,3974.3,5.17,82.54,Europe
Canada,2015,1106735004,4915.6,2.52,63.2,North America
India,2017,963640379,16370.13,8.85,41.43,Asia
Brazil,2001,456887833,2769.26,6.97,14.57,South America
France,2013,606745035,19479.21,4.35,13.19,Europe
Russia,2021,1197417735,1550.46,23.87,20.08,Europe/Asia
Brazil,2022,21351904,2850.12,8.16,97.56,South America
USA,2016,751066115,10918.73,2.14,79.95,North America
Canada,2002,762590413,9541.37,23.72,46.03,North America
Australia,2001,694814390,24743.74,15.31,51.49,Oceania
China,2007,507967132,24174.91,3.9,75.63,Asia
India,2024,883887176,4823.08,2.72,55.78,Asia
China,2001,1137088496,23671.97,4.48,42.08,Asia
France,2001,286558633,17337.32,15.6,41.11,Europe
China,2008,613632720,10280.19,3.42,28.66,Asia
Australia,2019,84013608,18516.81,15.07,88.82,Oceania
UK,2020,1344931067,22513.51,17.01,46.86,Europe
France,2024,153031228,4585.52,5.39,76.96,Europe
Canada,2005,893774253,4980.01,13.23,61.06,North America
Brazil,2011,1191955138,10277.15,24.17,77.11,South America
Canada,2024,961021212,4313.37,21.24,38.56,North America
China,2008,179124427,9073.9,18.64,76.93,Asia
Germany,2006,727367797,16177.72,13.91,80.31,Europe
France,2011,1112001727,20339.17,11.07,19.28,Europe
Brazil,2024,173519424,7618.18,12.38,18.14,South America
Russia,2004,976703724,7115.09,19.59,97.71,Europe/Asia
USA,2015,70050799,19515.6,14.75,20.5,North America
Canada,2004,652154697,9587.55,19.59,70.95,North America
Canada,2011,1073238990,20480.04,24.31,76.56,North America
France,2023,1053304167,24835.17,16.73,15.65,Europe
Germany,2019,1173248970,24493.75,15.87,76.44,Europe
China,2008,286083821,16600.91,11.34,47.34,Asia
China,2022,808699286,9442.81,6.53,34.45,Asia
France,2006,274452172,1730.7,10.61,69.21,Europe
Canada,2018,632100136,18477.21,13.96,84.15,North America
Brazil,2019,40406288,24451.38,2.8,60.98,South America
USA,2022,1126801020,1792.81,12.94,87.49,North America
France,2010,1185968946,253.58,21.83,11.99,Europe
Brazil,2020,259149644,20811.23,24.46,75.74,South America
Brazil,2011,559748811,2646.25,21.68,25.08,South America
Russia,2002,134277267,2132.41,5.96,35.46,Europe/Asia
Australia,2016,798475091,22767.37,5.57,60.93,Oceania
UK,2006,1166614110,2081.06,11.05,34.43,Europe
USA,2021,994218327,2939.04,7.18,24.97,North America
India,2009,247481610,14282.38,17.55,88.81,Asia
Germany,2022,753261030,18944.67,3.94,90.7,Europe
UK,2014,597830240,10049.35,12.21,13.24,Europe
Russia,2001,1044923753,10572.67,8.45,54.51,Europe/Asia
USA,2012,411975683,15852.39,15.69,28.13,North America
China,2003,1262679519,12685.09,20.33,86.84,Asia
UK,2017,1215336906,563.84,23.24,51.16,Europe
China,2023,144369053,2928.22,24.17,52.58,Asia
Germany,2022,690831972,14581.84,10.08,65.85,Europe
China,2000,935706834,19862.2,21.68,14.95,Asia
Germany,2001,1083748643,19101.27,15.62,21.33,Europe
USA,2001,1354197601,18527.41,17.92,54.36,North America
Canada,2003,165154604,19304.69,21.58,96.04,North America
Germany,2002,1181020947,1206.64,4.99,85.08,Europe
Brazil,2016,144392564,22388.03,23.79,89.15,South America
India,2013,341864139,22243.15,14.59,22.21,Asia
India,2001,252808351,13344.91,9.73,95.32,Asia
France,2015,643859989,6290.0,9.79,74.97,Europe
India,2010,990444456,14845.24,19.27,38.99,Asia
France,2024,1056693103,13991.36,17.61,86.94,Europe
India,2012,1291547495,5651.63,18.78,76.51,Asia
Germany,2000,802013911,15117.94,7.82,75.55,Europe
Brazil,2024,324270577,19952.62,5.91,75.38,South America
Canada,2022,1012526878,20172.06,18.6,81.28,North America
China,2001,426637059,1586.48,8.87,94.42,Asia
Russia,2001,1259349143,5009.37,7.12,22.18,Europe/Asia
India,2020,101279594,16738.76,6.94,98.96,Asia
Canada,2004,401725520,21509.82,5.41,87.64,North America
Canada,2003,769083431,13078.31,11.82,49.3,North America
Germany,2011,223380263,17717.39,8.0,24.01,Europe
USA,2002,100056485,624.69,22.56,50.39,North America
USA,2019,817206190,15249.68,17.85,79.3,North America
India,2009,855618592,24051.54,19.11,63.62,Asia
Russia,2019,1172103301,16559.26,11.28,34.88,Europe/Asia
India,2017,387990651,23064.67,15.8,46.2,Asia
India,2020,1332324492,14193.64,13.52,94.93,Asia
France,2020,695398920,21100.13,5.85,81.54,Europe
Brazil,2020,451930210,3191.64,3.1,21.04,South America
Brazil,2009,478442977,3175.48,17.72,58.54,South America
Russia,2000,715086865,3092.47,4.79,92.86,Europe/Asia
France,2005,1278879697,12272.35,3.32,13.05,Europe
Canada,2010,729414501,8323.56,12.16,13.79,North America
France,2001,362213937,18007.73,18.97,73.79,Europe
India,2006,947127018,22575.29,19.68,61.22,Asia
USA,2019,22763103,15522.43,22.09,14.09,North America
UK,2020,410475334,5408.94,6.58,98.65,Europe
Russia,2020,558529645,23278.83,24.67,61.63,Europe/Asia
Canada,2020,906237062,13243.65,19.55,53.78,North America
Germany,2017,1169873255,18026.64,5.62,49.85,Europe
UK,2020,931316887,22273.6,21.34,72.36,Europe
UK,2018,760706445,24746.82,13.48,50.79,Europe
France,2003,1090842436,12700.99,3.53,68.66,Europe
China,2012,1007352365,20220.76,5.04,53.46,Asia
UK,2017,433264373,14214.99,11.98,64.35,Europe
India,2019,1151511445,12212.7,14.2,81.66,Asia
Australia,2024,400844281,13489.04,23.79,82.73,Oceania
USA,2023,1315706505,12158.45,6.96,85.57,North America
USA,2012,276555929,10583.6,12.9,28.06,North America
Australia,2018,59732777,18120.65,7.2,15.44,Oceania
Brazil,2016,182228918,6316.93,14.84,84.42,South America
India,2000,379402224,15447.9,22.91,13.76,Asia
Germany,2005,1292182720,17852.71,15.06,29.0,Europe
UK,2018,719374691,22313.06,13.73,56.83,Europe
Brazil,2019,730436766,8363.74,19.25,86.13,South America
India,2000,624133211,21528.92,5.4,89.81,Asia
France,2007,335240802,23637.75,22.83,65.9,Europe
USA,2016,1123334139,16252.12,15.29,96.04,North America
Brazil,2020,489602854,19308.68,17.79,74.96,South America
Russia,2021,1381411709,10202.1,20.84,56.97,Europe/Asia
UK,2014,739086317,23808.17,16.61,21.96,Europe
UK,2017,1213337617,16804.45,16.75,48.16,Europe
Germany,2006,479931392,7822.9,18.78,83.19,Europe
China,2015,61047064,10166.11,3.2,35.24,Asia
Russia,2006,500677465,15482.11,10.79,61.47,Europe/Asia
UK,2016,1378173454,5929.97,24.15,97.53,Europe
Canada,2003,918246142,18872.47,7.93,25.52,North America
Russia,2011,1203852483,5694.82,14.47,19.03,Europe/Asia
UK,2012,1357887502,14835.55,6.03,80.81,Europe
Australia,2003,58509929,17455.46,9.44,12.22,Oceania
Russia,2020,1060591653,21507.72,18.49,67.25,Europe/Asia
India,2000,1073749740,18374.12,16.79,39.88,Asia
Russia,2000,666497085,19990.74,11.53,74.42,Europe/Asia
Germany,2006,274598965,22832.0,23.58,20.7,Europe
France,2008,683329280,14984.51,19.83,39.37,Europe
France,2000,1019965898,21172.37,8.16,11.52,Europe
France,2015,620240173,5873.62,12.71,30.92,Europe
India,2017,816669989,20386.86,22.19,53.01,Asia
Brazil,2021,835361508,5620.0,2.52,25.81,South America
France,2014,186039602,23372.27,15.37,63.37,Europe
USA,2005,283994354,8316.34,7.34,20.52,North America
India,2001,455286393,4378.77,3.47,76.32,Asia
Brazil,2008,1345122828,3789.4,23.0,92.03,South America
USA,2003,372821293,4763.08,20.77,44.35,North America
USA,2012,1323262770,11243.75,6.26,57.01,North America
USA,2022,293058987,13101.52,21.25,53.48,North America
Canada,2021,321118518,22853.27,5.37,79.9,North America
Germany,2010,785167130,9587.27,12.95,98.48,Europe
Germany,2012,1043403336,5515.31,18.69,75.48,Europe
India,2010,201323501,18621.15,14.28,29.09,Asia
USA,2018,318337381,3452.89,21.57,71.95,North America
Australia,2007,1076896174,22317.86,16.19,64.8,Oceania
Russia,2006,835240524,10294.05,11.93,28.7,Europe/Asia
Brazil,2024,408198602,15384.65,23.28,31.45,South America
Germany,2015,1029574153,4735.99,2.83,68.1,Europe
France,2002,1097883424,3723.68,13.23,81.9,Europe
India,2016,595444977,19991.1,17.2,77.85,Asia
Brazil,2017,124033334,10799.59,21.23,63.97,South America
India,2014,1362103938,24669.9,14.45,93.44,Asia
Australia,2016,502866280,13155.02,22.37,75.06,Oceania
Canada,2010,238907612,21156.76,11.8,58.23,North America
Canada,2004,19361846,24501.1,9.29,82.64,North America
USA,2015,85947948,7100.64,24.4,35.85,North America
Canada,2014,898541419,20041.95,17.35,33.45,North America
India,2009,1274228081,647.95,11.79,96.46,Asia
France,2013,941033002,17025.88,22.2,94.53,Europe
USA,2001,1166040880,18655.51,17.71,88.37,North America
UK,2015,1121872902,11986.36,16.67,29.08,Europe
Brazil,2018,949995813,4136.42,18.76,62.3,South America
Australia,2007,1129086405,15456.34,18.98,57.62,Oceania
USA,2014,146262835,22448.46,13.34,28.08,North America
India,2009,770466605,23289.85,11.64,49.85,Asia
Brazil,2004,493367093,18677.95,22.91,51.4,South America
France,2019,409725848,6666.46,13.44,31.42,Europe
China,2015,2230384,21771.14,6.96,94.98,Asia
Australia,2020,28756581,22231.69,14.0,53.85,Oceania
India,2021,856137832,9244.33,2.79,56.72,Asia
Australia,2011,245121891,4656.25,18.64,63.27,Oceania
Germany,2022,601378982,21879.02,4.92,88.94,Europe
China,2012,936571747,22138.92,4.57,57.46,Asia
Brazil,2008,621103274,2612.56,23.77,58.15,South America
Canada,2016,348962101,24177.91,19.77,31.38,North America
India,2019,689715133,13373.71,11.53,63.65,Asia
Australia,2011,3317910,24843.88,7.51,43.92,Oceania
Brazil,2024,1025467521,11180.71,21.4,67.56,South America
Canada,2004,557844231,13378.76,24.28,36.77,North America
France,2023,809353102,6725.46,13.69,73.7,Europe
France,2011,366046364,22483.79,15.34,65.08,Europe
Australia,2000,822371326,11148.43,7.59,52.23,Oceania
